No.,Position-X,Position-Y,GESAMTB,3450_BIN,3450
2441,23,40,1,0,1
2442,24,40,1,0,1
2443,25,40,1,0,1
2444,26,40,1,0,1
2445,27,40,1,0,1
2446,28,40,1,0,1
2447,29,40,1,0,1
2448,30,40,1,0,1
2449,31,40,1,0,1
2450,32,40,1,0,1
2451,33,40,1,0,1
2452,34,40,1,0,1
2453,35,40,1,0,1
2454,36,40,1,0,1
2455,37,40,1,0,1
2456,38,40,1,0,1
2457,39,40,1,0,1
2458,40,40,1,0,1
2459,41,40,1,0,1
2460,42,40,1,0,1
2461,43,40,0,PREVIOUS FAILED,PREVIOUS FAILED
2462,44,40,1,0,1
2463,45,40,1,0,1
2464,46,40,1,0,1
2465,47,40,1,0,1
2466,48,40,1,0,1
2467,49,40,0,PREVIOUS FAILED,PREVIOUS FAILED
2468,50,40,1,0,1
2469,51,40,0,PREVIOUS FAILED,PREVIOUS FAILED
2470,52,40,1,0,1
2471,53,40,1,0,1
2472,54,40,1,0,1
2473,55,40,1,0,1
2474,56,40,1,0,1
2475,57,40,0,PREVIOUS FAILED,PREVIOUS FAILED
2476,58,40,0,PREVIOUS FAILED,PREVIOUS FAILED
2477,59,40,0,PREVIOUS FAILED,PREVIOUS FAILED
2478,60,40,0,PREVIOUS FAILED,PREVIOUS FAILED
2479,61,40,1,0,1
2480,62,40,1,0,1
2481,1,41,1,0,1
2482,2,41,1,0,1
2483,3,41,1,0,1
2484,4,41,1,0,1
2485,5,41,1,0,1
2486,6,41,1,0,1
2487,7,41,1,0,1
2488,8,41,1,0,1
2489,9,41,1,0,1
2490,10,41,1,0,1
2491,11,41,1,0,1
2492,12,41,1,0,1
2493,13,41,1,0,1
2494,14,41,1,0,1
2495,15,41,0,3,0
2496,16,41,1,0,1
2497,17,41,0,PREVIOUS FAILED,PREVIOUS FAILED
2498,18,41,1,0,1
2499,19,41,1,0,1
2500,20,41,1,0,1
2501,21,41,1,0,1
2502,22,41,1,0,1
2503,23,41,1,0,1
2504,24,41,1,0,1
2505,25,41,1,0,1
2506,26,41,1,0,1
2507,27,41,1,0,1
2508,28,41,1,0,1
2509,29,41,1,0,1
2510,30,41,1,0,1
2511,31,41,1,0,1
2512,32,41,1,0,1
2513,33,41,1,0,1
2514,34,41,1,0,1
2515,35,41,1,0,1
2516,36,41,1,0,1
2517,37,41,1,0,1
2518,38,41,1,0,1
2519,39,41,1,0,1
2520,40,41,1,0,1
2521,41,41,1,0,1
2522,42,41,1,0,1
2523,43,41,1,0,1
2524,44,41,1,0,1
2525,45,41,1,0,1
2526,46,41,1,0,1
2527,47,41,1,0,1
2528,48,41,1,0,1
2529,49,41,1,0,1
2530,50,41,1,0,1
2531,51,41,0,PREVIOUS FAILED,PREVIOUS FAILED
2532,52,41,1,0,1
2533,53,41,1,0,1
2534,54,41,1,0,1
2535,55,41,1,0,1
2536,56,41,1,0,1
2537,57,41,0,PREVIOUS FAILED,PREVIOUS FAILED
2538,58,41,0,PREVIOUS FAILED,PREVIOUS FAILED
2539,59,41,0,PREVIOUS FAILED,PREVIOUS FAILED
2540,60,41,0,PREVIOUS FAILED,PREVIOUS FAILED
2541,61,41,1,0,1
2542,62,41,1,0,1
2543,1,42,1,0,1
2544,2,42,1,0,1
2545,3,42,1,0,1
2546,4,42,1,0,1
2547,5,42,1,0,1
2548,6,42,1,0,1
2549,7,42,1,0,1
2550,8,42,1,0,1
2551,9,42,1,0,1
2552,10,42,1,0,1
2553,11,42,1,0,1
2554,12,42,1,0,1
2555,13,42,1,0,1
2556,14,42,1,0,1
2557,15,42,1,0,1
2558,16,42,1,0,1
2559,17,42,1,0,1
2560,18,42,1,0,1
2561,19,42,1,0,1
2562,20,42,0,PREVIOUS FAILED,PREVIOUS FAILED
2563,21,42,1,0,1
2564,22,42,1,0,1
2565,23,42,1,0,1
2566,24,42,1,0,1
2567,25,42,1,0,1
2568,26,42,1,0,1
2569,27,42,1,0,1
2570,28,42,1,0,1
2571,29,42,1,0,1
2572,30,42,1,0,1
2573,31,42,1,0,1
2574,32,42,1,0,1
2575,33,42,1,0,1
2576,34,42,0,18,0
2577,35,42,1,0,1
2578,36,42,1,0,1
2579,37,42,1,0,1
2580,38,42,1,0,1
2581,39,42,1,0,1
2582,40,42,1,0,1
2583,41,42,1,0,1
2584,42,42,1,0,1
2585,43,42,1,0,1
2586,44,42,1,0,1
2587,45,42,1,0,1
2588,46,42,1,0,1
2589,47,42,1,0,1
2590,48,42,1,0,1
2591,49,42,1,0,1
2592,50,42,1,0,1
2593,51,42,1,0,1
2594,52,42,1,0,1
2595,53,42,1,0,1
2596,54,42,1,0,1
2597,55,42,1,0,1
2598,56,42,1,0,1
2599,57,42,0,PREVIOUS FAILED,PREVIOUS FAILED
2600,58,42,0,PREVIOUS FAILED,PREVIOUS FAILED
2601,59,42,0,PREVIOUS FAILED,PREVIOUS FAILED
2602,60,42,0,PREVIOUS FAILED,PREVIOUS FAILED
2603,61,42,1,0,1
2604,62,42,1,0,1
2605,1,43,1,0,1
2606,2,43,1,0,1
2607,3,43,1,0,1
2608,4,43,1,0,1
2609,5,43,1,0,1
2610,6,43,1,0,1
2611,7,43,1,0,1
2612,8,43,1,0,1
2613,9,43,1,0,1
2614,10,43,1,0,1
2615,11,43,1,0,1
2616,12,43,1,0,1
2617,13,43,1,0,1
2618,14,43,1,0,1
2619,15,43,1,0,1
2620,16,43,1,0,1
2621,17,43,1,0,1
2622,18,43,1,0,1
2623,19,43,1,0,1
2624,20,43,0,PREVIOUS FAILED,PREVIOUS FAILED
2625,21,43,1,0,1
2626,22,43,1,0,1
2627,23,43,1,0,1
2628,24,43,1,0,1
2629,25,43,1,0,1
2630,26,43,1,0,1
2631,27,43,1,0,1
2632,28,43,1,0,1
2633,29,43,1,0,1
2634,30,43,1,0,1
2635,31,43,1,0,1
2636,32,43,1,0,1
2637,33,43,1,0,1
2638,34,43,1,0,1
2639,35,43,1,0,1
2640,36,43,1,0,1
2641,37,43,1,0,1
2642,38,43,1,0,1
2643,39,43,1,0,1
2644,40,43,1,0,1
2645,41,43,1,0,1
2646,42,43,1,0,1
2647,43,43,1,0,1
2648,44,43,1,0,1
2649,45,43,1,0,1
2650,46,43,1,0,1
2651,47,43,1,0,1
2652,48,43,1,0,1
2653,49,43,1,0,1
2654,50,43,1,0,1
2655,51,43,1,0,1
2656,52,43,1,0,1
2657,53,43,1,0,1
2658,54,43,1,0,1
2659,55,43,1,0,1
2660,56,43,1,0,1
2661,57,43,0,PREVIOUS FAILED,PREVIOUS FAILED
2662,58,43,0,PREVIOUS FAILED,PREVIOUS FAILED
2663,59,43,0,PREVIOUS FAILED,PREVIOUS FAILED
2664,60,43,0,PREVIOUS FAILED,PREVIOUS FAILED
2665,61,43,1,0,1
2666,62,43,1,0,1
2667,1,44,1,0,1
2668,2,44,1,0,1
2669,3,44,1,0,1
2670,4,44,1,0,1
2671,5,44,1,0,1
2672,6,44,1,0,1
2673,7,44,0,3,0
2674,8,44,0,3,0
2675,9,44,1,0,1
2676,10,44,1,0,1
2677,11,44,1,0,1
2678,12,44,1,0,1
2679,13,44,1,0,1
2680,14,44,1,0,1
2681,15,44,1,0,1
2682,16,44,1,0,1
2683,17,44,1,0,1
2684,18,44,1,0,1
2685,19,44,1,0,1
2686,20,44,1,0,1
2687,21,44,1,0,1
2688,22,44,1,0,1
2689,23,44,1,0,1
2690,24,44,1,0,1
2691,25,44,1,0,1
2692,26,44,1,0,1
2693,27,44,1,0,1
2694,28,44,1,0,1
2695,29,44,0,3,0
2696,30,44,1,0,1
2697,31,44,1,0,1
2698,32,44,1,0,1
2699,33,44,1,0,1
2700,34,44,1,0,1
2701,35,44,1,0,1
2702,36,44,1,0,1
2703,37,44,1,0,1
2704,38,44,1,0,1
2705,39,44,1,0,1
2706,40,44,0,18,0
2707,41,44,1,0,1
2708,42,44,1,0,1
2709,43,44,1,0,1
2710,44,44,1,0,1
2711,45,44,1,0,1
2712,46,44,1,0,1
2713,47,44,1,0,1
2714,48,44,1,0,1
2715,49,44,1,0,1
2716,50,44,1,0,1
2717,51,44,1,0,1
2718,52,44,1,0,1
2719,53,44,1,0,1
2720,54,44,1,0,1
2721,55,44,1,0,1
2722,56,44,1,0,1
2723,57,44,0,PREVIOUS FAILED,PREVIOUS FAILED
2724,58,44,0,PREVIOUS FAILED,PREVIOUS FAILED
2725,59,44,0,PREVIOUS FAILED,PREVIOUS FAILED
2726,60,44,0,PREVIOUS FAILED,PREVIOUS FAILED
2727,61,44,1,0,1
2728,62,44,1,0,1
2729,1,45,1,0,1
2730,2,45,1,0,1
2731,3,45,1,0,1
2732,4,45,1,0,1
2733,5,45,1,0,1
2734,6,45,1,0,1
2735,7,45,1,0,1
2736,8,45,1,0,1
2737,9,45,0,3,0
2738,10,45,1,0,1
2739,11,45,1,0,1
2740,12,45,1,0,1
2741,13,45,1,0,1
2742,14,45,1,0,1
2743,15,45,1,0,1
2744,16,45,1,0,1
2745,17,45,1,0,1
2746,18,45,1,0,1
2747,19,45,1,0,1
2748,20,45,1,0,1
2749,21,45,1,0,1
2750,22,45,1,0,1
2751,23,45,0,PREVIOUS FAILED,PREVIOUS FAILED
2752,24,45,0,PREVIOUS FAILED,PREVIOUS FAILED
2753,25,45,1,0,1
2754,26,45,1,0,1
2755,27,45,1,0,1
2756,28,45,1,0,1
2757,29,45,1,0,1
2758,30,45,1,0,1
2759,31,45,1,0,1
2760,32,45,1,0,1
2761,33,45,1,0,1
2762,34,45,1,0,1
2763,35,45,1,0,1
2764,36,45,1,0,1
2765,37,45,1,0,1
2766,38,45,1,0,1
2767,39,45,1,0,1
2768,40,45,1,0,1
2769,41,45,1,0,1
2770,42,45,1,0,1
2771,43,45,1,0,1
2772,44,45,1,0,1
2773,45,45,1,0,1
2774,46,45,1,0,1
2775,47,45,1,0,1
2776,48,45,1,0,1
2777,49,45,1,0,1
2778,50,45,1,0,1
2779,51,45,1,0,1
2780,52,45,1,0,1
2781,53,45,1,0,1
2782,54,45,1,0,1
2783,55,45,1,0,1
2784,56,45,1,0,1
2785,57,45,0,PREVIOUS FAILED,PREVIOUS FAILED
2786,58,45,0,PREVIOUS FAILED,PREVIOUS FAILED
2787,59,45,0,PREVIOUS FAILED,PREVIOUS FAILED
2788,60,45,0,PREVIOUS FAILED,PREVIOUS FAILED
2789,61,45,1,0,1
2790,62,45,1,0,1
2791,1,46,1,0,1
2792,2,46,1,0,1
2793,3,46,1,0,1
2794,4,46,1,0,1
2795,5,46,1,0,1
2796,6,46,1,0,1
2797,7,46,1,0,1
2798,8,46,1,0,1
2799,9,46,1,0,1
2800,10,46,1,0,1
2801,11,46,1,0,1
2802,12,46,1,0,1
2803,13,46,1,0,1
2804,14,46,1,0,1
2805,15,46,1,0,1
2806,16,46,1,0,1
2807,17,46,1,0,1
2808,18,46,1,0,1
2809,19,46,1,0,1
2810,20,46,1,0,1
2811,21,46,1,0,1
2812,22,46,1,0,1
2813,23,46,1,0,1
2814,24,46,0,PREVIOUS FAILED,PREVIOUS FAILED
2815,25,46,0,PREVIOUS FAILED,PREVIOUS FAILED
2816,26,46,1,0,1
2817,27,46,1,0,1
2818,28,46,1,0,1
2819,29,46,1,0,1
2820,30,46,1,0,1
2821,31,46,0,PREVIOUS FAILED,PREVIOUS FAILED
2822,32,46,1,0,1
2823,33,46,1,0,1
2824,34,46,0,3,0
2825,35,46,1,0,1
2826,36,46,1,0,1
2827,37,46,1,0,1
2828,38,46,1,0,1
2829,39,46,1,0,1
2830,40,46,1,0,1
2831,41,46,1,0,1
2832,42,46,1,0,1
2833,43,46,1,0,1
2834,44,46,1,0,1
2835,45,46,1,0,1
2836,46,46,1,0,1
2837,47,46,1,0,1
2838,48,46,0,PREVIOUS FAILED,PREVIOUS FAILED
2839,49,46,1,0,1
2840,50,46,1,0,1
2841,51,46,1,0,1
2842,52,46,1,0,1
2843,53,46,1,0,1
2844,54,46,1,0,1
2845,55,46,1,0,1
2846,56,46,1,0,1
2847,57,46,0,PREVIOUS FAILED,PREVIOUS FAILED
2848,58,46,0,PREVIOUS FAILED,PREVIOUS FAILED
2849,59,46,0,PREVIOUS FAILED,PREVIOUS FAILED
2850,60,46,0,PREVIOUS FAILED,PREVIOUS FAILED
2851,61,46,1,0,1
2852,62,46,1,0,1
2853,1,47,1,0,1
2854,2,47,1,0,1
2855,3,47,1,0,1
2856,4,47,1,0,1
2857,5,47,1,0,1
2858,6,47,1,0,1
2859,7,47,1,0,1
2860,8,47,1,0,1
2861,9,47,1,0,1
2862,10,47,1,0,1
2863,11,47,1,0,1
2864,12,47,1,0,1
2865,13,47,1,0,1
2866,14,47,1,0,1
2867,15,47,1,0,1
2868,16,47,1,0,1
2869,17,47,1,0,1
2870,18,47,1,0,1
2871,19,47,1,0,1
2872,20,47,1,0,1
2873,21,47,1,0,1
2874,22,47,1,0,1
2875,23,47,1,0,1
2876,24,47,1,0,1
2877,25,47,1,0,1
2878,26,47,1,0,1
2879,27,47,1,0,1
2880,28,47,1,0,1
2881,29,47,1,0,1
2882,30,47,1,0,1
2883,31,47,1,0,1
2884,32,47,1,0,1
2885,33,47,1,0,1
2886,34,47,1,0,1
2887,35,47,0,PREVIOUS FAILED,PREVIOUS FAILED
2888,36,47,1,0,1
2889,37,47,1,0,1
2890,38,47,1,0,1
2891,39,47,1,0,1
2892,40,47,1,0,1
2893,41,47,1,0,1
2894,42,47,1,0,1
2895,43,47,1,0,1
2896,44,47,1,0,1
2897,45,47,1,0,1
2898,46,47,1,0,1
2899,47,47,1,0,1
2900,48,47,1,0,1
2901,49,47,1,0,1
2902,50,47,1,0,1
2903,51,47,1,0,1
2904,52,47,1,0,1
2905,53,47,1,0,1
2906,54,47,1,0,1
2907,55,47,1,0,1
2908,56,47,1,0,1
2909,57,47,0,PREVIOUS FAILED,PREVIOUS FAILED
2910,58,47,0,PREVIOUS FAILED,PREVIOUS FAILED
2911,59,47,0,PREVIOUS FAILED,PREVIOUS FAILED
2912,60,47,0,PREVIOUS FAILED,PREVIOUS FAILED
2913,61,47,1,0,1
2914,62,47,1,0,1
2915,1,48,1,0,1
2916,2,48,1,0,1
2917,3,48,1,0,1
2918,4,48,1,0,1
2919,5,48,1,0,1
2920,6,48,1,0,1
2921,7,48,1,0,1
2922,8,48,1,0,1
2923,9,48,1,0,1
2924,10,48,0,3,0
2925,11,48,1,0,1
2926,12,48,1,0,1
2927,13,48,1,0,1
2928,14,48,1,0,1
2929,15,48,1,0,1
2930,16,48,1,0,1
2931,17,48,1,0,1
2932,18,48,1,0,1
2933,19,48,1,0,1
2934,20,48,1,0,1
2935,21,48,1,0,1
2936,22,48,1,0,1
2937,23,48,1,0,1
2938,24,48,1,0,1
2939,25,48,1,0,1
2940,26,48,1,0,1
2941,27,48,1,0,1
2942,28,48,1,0,1
2943,29,48,1,0,1
2944,30,48,1,0,1
2945,31,48,1,0,1
2946,32,48,1,0,1
2947,33,48,1,0,1
2948,34,48,1,0,1
2949,35,48,1,0,1
2950,36,48,1,0,1
2951,37,48,1,0,1
2952,38,48,1,0,1
2953,39,48,0,18,0
2954,40,48,1,0,1
2955,41,48,0,PREVIOUS FAILED,PREVIOUS FAILED
2956,42,48,1,0,1
2957,43,48,1,0,1
2958,44,48,1,0,1
2959,45,48,1,0,1
2960,46,48,1,0,1
2961,47,48,1,0,1
2962,48,48,1,0,1
2963,49,48,1,0,1
2964,50,48,0,18,0
2965,51,48,1,0,1
2966,52,48,0,PREVIOUS FAILED,PREVIOUS FAILED
2967,53,48,0,PREVIOUS FAILED,PREVIOUS FAILED
2968,54,48,1,0,1
2969,55,48,1,0,1
2970,56,48,1,0,1
2971,57,48,0,PREVIOUS FAILED,PREVIOUS FAILED
2972,58,48,0,PREVIOUS FAILED,PREVIOUS FAILED
2973,59,48,0,PREVIOUS FAILED,PREVIOUS FAILED
2974,60,48,0,PREVIOUS FAILED,PREVIOUS FAILED
2975,61,48,1,0,1
2976,62,48,1,0,1
2977,1,49,1,0,1
2978,2,49,1,0,1
2979,3,49,1,0,1
2980,4,49,1,0,1
2981,5,49,1,0,1
2982,6,49,1,0,1
2983,7,49,1,0,1
2984,8,49,0,PREVIOUS FAILED,PREVIOUS FAILED
2985,9,49,1,0,1
2986,10,49,1,0,1
2987,11,49,1,0,1
2988,12,49,1,0,1
2989,13,49,1,0,1
2990,14,49,1,0,1
2991,15,49,1,0,1
2992,16,49,1,0,1
2993,17,49,1,0,1
2994,18,49,1,0,1
2995,19,49,1,0,1
2996,20,49,1,0,1
2997,21,49,1,0,1
2998,22,49,1,0,1
2999,23,49,1,0,1
3000,24,49,1,0,1
3001,25,49,1,0,1
3002,26,49,1,0,1
3003,27,49,1,0,1
3004,28,49,1,0,1
3005,29,49,1,0,1
3006,30,49,1,0,1
3007,31,49,1,0,1
3008,32,49,1,0,1
3009,33,49,1,0,1
3010,34,49,1,0,1
3011,35,49,1,0,1
3012,36,49,1,0,1
3013,37,49,1,0,1
3014,38,49,1,0,1
3015,39,49,1,0,1
3016,40,49,1,0,1
3017,41,49,1,0,1
3018,42,49,1,0,1
3019,43,49,1,0,1
3020,44,49,1,0,1
3021,45,49,1,0,1
3022,46,49,1,0,1
3023,47,49,1,0,1
3024,48,49,1,0,1
3025,49,49,1,0,1
3026,50,49,1,0,1
3027,51,49,1,0,1
3028,52,49,1,0,1
3029,53,49,1,0,1
3030,54,49,1,0,1
3031,55,49,1,0,1
3032,56,49,1,0,1
3033,57,49,0,PREVIOUS FAILED,PREVIOUS FAILED
3034,58,49,0,PREVIOUS FAILED,PREVIOUS FAILED
3035,59,49,1,0,1
3036,60,49,1,0,1
3037,61,49,1,0,1
3038,62,49,1,0,1
3039,1,50,1,0,1
3040,2,50,1,0,1
3041,3,50,1,0,1
3042,4,50,1,0,1
3043,5,50,1,0,1
3044,6,50,1,0,1
3045,7,50,1,0,1
3046,8,50,1,0,1
3047,9,50,1,0,1
3048,10,50,1,0,1
3049,11,50,1,0,1
3050,12,50,1,0,1
3051,13,50,1,0,1
3052,14,50,1,0,1
3053,15,50,1,0,1
3054,16,50,1,0,1
3055,17,50,1,0,1
3056,18,50,1,0,1
3057,19,50,1,0,1
3058,20,50,1,0,1
3059,21,50,1,0,1
3060,22,50,1,0,1
3061,23,50,1,0,1
3062,24,50,1,0,1
3063,25,50,1,0,1
3064,26,50,1,0,1
3065,27,50,1,0,1
3066,28,50,1,0,1
3067,29,50,0,PREVIOUS FAILED,PREVIOUS FAILED
3068,30,50,1,0,1
3069,31,50,1,0,1
3070,32,50,1,0,1
3071,33,50,1,0,1
3072,34,50,1,0,1
3073,35,50,1,0,1
3074,36,50,1,0,1
3075,37,50,1,0,1
3076,38,50,0,PREVIOUS FAILED,PREVIOUS FAILED
3077,39,50,1,0,1
3078,40,50,1,0,1
3079,41,50,1,0,1
3080,42,50,1,0,1
3081,43,50,1,0,1
3082,44,50,1,0,1
3083,45,50,1,0,1
3084,46,50,1,0,1
3085,47,50,1,0,1
3086,48,50,1,0,1
3087,49,50,1,0,1
3088,50,50,1,0,1
3089,51,50,1,0,1
3090,52,50,1,0,1
3091,53,50,1,0,1
3092,54,50,1,0,1
3093,55,50,1,0,1
3094,56,50,1,0,1
3095,57,50,0,PREVIOUS FAILED,PREVIOUS FAILED
3096,58,50,0,PREVIOUS FAILED,PREVIOUS FAILED
3097,59,50,1,0,1
3098,60,50,1,0,1
3099,61,50,1,0,1
3100,62,50,1,0,1
3101,1,51,1,0,1
3102,2,51,1,0,1
3103,3,51,1,0,1
3104,4,51,1,0,1
3105,5,51,1,0,1
3106,6,51,1,0,1
3107,7,51,1,0,1
3108,8,51,1,0,1
3109,9,51,1,0,1
3110,10,51,1,0,1
3111,11,51,0,3,0
3112,12,51,1,0,1
3113,13,51,1,0,1
3114,14,51,1,0,1
3115,15,51,1,0,1
3116,16,51,1,0,1
3117,17,51,1,0,1
3118,18,51,1,0,1
3119,19,51,1,0,1
3120,20,51,1,0,1
3121,21,51,1,0,1
3122,22,51,1,0,1
3123,23,51,1,0,1
3124,24,51,1,0,1
3125,25,51,1,0,1
3126,26,51,1,0,1
3127,27,51,1,0,1
3128,28,51,1,0,1
3129,29,51,1,0,1
3130,30,51,1,0,1
3131,31,51,1,0,1
3132,32,51,1,0,1
3133,33,51,1,0,1
3134,34,51,1,0,1
3135,35,51,1,0,1
3136,36,51,1,0,1
3137,37,51,1,0,1
3138,38,51,1,0,1
3139,39,51,1,0,1
3140,40,51,1,0,1
3141,41,51,1,0,1
3142,42,51,1,0,1
3143,43,51,1,0,1
3144,44,51,1,0,1
3145,45,51,1,0,1
3146,46,51,1,0,1
3147,47,51,1,0,1
3148,48,51,1,0,1
3149,49,51,1,0,1
3150,50,51,1,0,1
3151,51,51,1,0,1
3152,52,51,1,0,1
3153,53,51,1,0,1
3154,54,51,1,0,1
3155,55,51,1,0,1
3156,56,51,0,3,0
3157,57,51,0,PREVIOUS FAILED,PREVIOUS FAILED
3158,58,51,0,PREVIOUS FAILED,PREVIOUS FAILED
3159,59,51,1,0,1
3160,60,51,1,0,1
3161,61,51,1,0,1
3162,62,51,1,0,1
3163,1,52,1,0,1
3164,2,52,1,0,1
3165,3,52,1,0,1
3166,4,52,1,0,1
3167,5,52,1,0,1
3168,6,52,1,0,1
3169,7,52,1,0,1
3170,8,52,0,3,0
3171,9,52,1,0,1
3172,10,52,1,0,1
3173,11,52,1,0,1
3174,12,52,1,0,1
3175,13,52,1,0,1
3176,14,52,1,0,1
3177,15,52,1,0,1
3178,16,52,1,0,1
3179,17,52,1,0,1
3180,18,52,1,0,1
3181,19,52,1,0,1
3182,20,52,1,0,1
3183,21,52,1,0,1
3184,22,52,1,0,1
3185,23,52,1,0,1
3186,24,52,1,0,1
3187,25,52,1,0,1
3188,26,52,1,0,1
3189,27,52,1,0,1
3190,28,52,1,0,1
3191,29,52,1,0,1
3192,30,52,1,0,1
3193,31,52,1,0,1
3194,32,52,1,0,1
3195,33,52,1,0,1
3196,34,52,1,0,1
3197,35,52,1,0,1
3198,36,52,1,0,1
3199,37,52,1,0,1
3200,38,52,1,0,1
3201,39,52,1,0,1
3202,40,52,1,0,1
3203,41,52,1,0,1
3204,42,52,1,0,1
3205,43,52,1,0,1
3206,44,52,1,0,1
3207,45,52,1,0,1
3208,46,52,1,0,1
3209,47,52,1,0,1
3210,48,52,1,0,1
3211,49,52,1,0,1
3212,50,52,1,0,1
3213,51,52,1,0,1
3214,52,52,1,0,1
3215,53,52,1,0,1
3216,54,52,1,0,1
3217,55,52,1,0,1
3218,56,52,1,0,1
3219,57,52,0,PREVIOUS FAILED,PREVIOUS FAILED
3220,58,52,0,PREVIOUS FAILED,PREVIOUS FAILED
3221,59,52,1,0,1
3222,60,52,1,0,1
3223,61,52,1,0,1
3224,62,52,1,0,1
