No.,Position-X,Position-Y,GESAMTB,3450_BIN,3450
1,1,1,1,0,1
2,2,1,1,0,1
3,3,1,1,0,1
4,4,1,1,0,1
5,5,1,1,0,1
6,6,1,1,0,1
7,7,1,1,0,1
8,8,1,1,0,1
9,9,1,1,0,1
10,10,1,1,0,1
11,11,1,1,0,1
12,12,1,1,0,1
13,13,1,1,0,1
14,14,1,1,0,1
15,15,1,1,0,1
16,16,1,1,0,1
17,17,1,1,0,1
18,18,1,0,PREVIOUS FAILED,PREVIOUS FAILED
19,19,1,1,0,1
20,20,1,1,0,1
21,21,1,1,0,1
22,22,1,1,0,1
23,23,1,1,0,1
24,24,1,1,0,1
25,25,1,1,0,1
26,26,1,1,0,1
27,27,1,1,0,1
28,28,1,1,0,1
29,29,1,1,0,1
30,30,1,1,0,1
31,31,1,1,0,1
32,32,1,1,0,1
33,33,1,1,0,1
34,34,1,1,0,1
35,35,1,1,0,1
36,36,1,1,0,1
37,37,1,1,0,1
38,38,1,1,0,1
39,39,1,1,0,1
40,40,1,1,0,1
41,41,1,1,0,1
42,42,1,1,0,1
43,43,1,1,0,1
44,44,1,1,0,1
45,45,1,1,0,1
46,46,1,1,0,1
47,47,1,1,0,1
48,48,1,1,0,1
49,49,1,1,0,1
50,50,1,0,PREVIOUS FAILED,PREVIOUS FAILED
51,51,1,1,0,1
52,52,1,1,0,1
53,53,1,1,0,1
54,54,1,1,0,1
55,55,1,1,0,1
56,56,1,1,0,1
57,57,1,0,PREVIOUS FAILED,PREVIOUS FAILED
58,58,1,0,PREVIOUS FAILED,PREVIOUS FAILED
59,59,1,0,PREVIOUS FAILED,PREVIOUS FAILED
60,60,1,0,PREVIOUS FAILED,PREVIOUS FAILED
61,61,1,1,0,1
62,62,1,1,0,1
63,1,2,1,0,1
64,2,2,1,0,1
65,3,2,1,0,1
66,4,2,0,PREVIOUS FAILED,PREVIOUS FAILED
67,5,2,1,0,1
68,6,2,1,0,1
69,7,2,1,0,1
70,8,2,1,0,1
71,9,2,1,0,1
72,10,2,1,0,1
73,11,2,1,0,1
74,12,2,1,0,1
75,13,2,1,0,1
76,14,2,1,0,1
77,15,2,1,0,1
78,16,2,1,0,1
79,17,2,1,0,1
80,18,2,1,0,1
81,19,2,1,0,1
82,20,2,1,0,1
83,21,2,1,0,1
84,22,2,1,0,1
85,23,2,1,0,1
86,24,2,1,0,1
87,25,2,1,0,1
88,26,2,1,0,1
89,27,2,1,0,1
90,28,2,1,0,1
91,29,2,1,0,1
92,30,2,0,PREVIOUS FAILED,PREVIOUS FAILED
93,31,2,1,0,1
94,32,2,1,0,1
95,33,2,0,18,0
96,34,2,1,0,1
97,35,2,1,0,1
98,36,2,1,0,1
99,37,2,1,0,1
100,38,2,1,0,1
101,39,2,1,0,1
102,40,2,1,0,1
103,41,2,1,0,1
104,42,2,1,0,1
105,43,2,1,0,1
106,44,2,1,0,1
107,45,2,1,0,1
108,46,2,1,0,1
109,47,2,1,0,1
110,48,2,1,0,1
111,49,2,1,0,1
112,50,2,0,PREVIOUS FAILED,PREVIOUS FAILED
113,51,2,1,0,1
114,52,2,1,0,1
115,53,2,1,0,1
116,54,2,1,0,1
117,55,2,1,0,1
118,56,2,1,0,1
119,57,2,0,PREVIOUS FAILED,PREVIOUS FAILED
120,58,2,0,PREVIOUS FAILED,PREVIOUS FAILED
121,59,2,0,PREVIOUS FAILED,PREVIOUS FAILED
122,60,2,0,PREVIOUS FAILED,PREVIOUS FAILED
123,61,2,1,0,1
124,62,2,1,0,1
125,1,3,1,0,1
126,2,3,1,0,1
127,3,3,0,PREVIOUS FAILED,PREVIOUS FAILED
128,4,3,1,0,1
129,5,3,1,0,1
130,6,3,1,0,1
131,7,3,1,0,1
132,8,3,1,0,1
133,9,3,1,0,1
134,10,3,1,0,1
135,11,3,1,0,1
136,12,3,1,0,1
137,13,3,1,0,1
138,14,3,1,0,1
139,15,3,1,0,1
140,16,3,1,0,1
141,17,3,1,0,1
142,18,3,1,0,1
143,19,3,1,0,1
144,20,3,1,0,1
145,21,3,1,0,1
146,22,3,1,0,1
147,23,3,1,0,1
148,24,3,1,0,1
149,25,3,1,0,1
150,26,3,1,0,1
151,27,3,1,0,1
152,28,3,1,0,1
153,29,3,0,PREVIOUS FAILED,PREVIOUS FAILED
154,30,3,1,0,1
155,31,3,1,0,1
156,32,3,1,0,1
157,33,3,1,0,1
158,34,3,1,0,1
159,35,3,1,0,1
160,36,3,0,PREVIOUS FAILED,PREVIOUS FAILED
161,37,3,0,PREVIOUS FAILED,PREVIOUS FAILED
162,38,3,1,0,1
163,39,3,1,0,1
164,40,3,1,0,1
165,41,3,1,0,1
166,42,3,1,0,1
167,43,3,0,PREVIOUS FAILED,PREVIOUS FAILED
168,44,3,1,0,1
169,45,3,1,0,1
170,46,3,1,0,1
171,47,3,1,0,1
172,48,3,1,0,1
173,49,3,1,0,1
174,50,3,0,PREVIOUS FAILED,PREVIOUS FAILED
175,51,3,1,0,1
176,52,3,0,PREVIOUS FAILED,PREVIOUS FAILED
177,53,3,0,PREVIOUS FAILED,PREVIOUS FAILED
178,54,3,0,PREVIOUS FAILED,PREVIOUS FAILED
179,55,3,0,PREVIOUS FAILED,PREVIOUS FAILED
180,56,3,0,PREVIOUS FAILED,PREVIOUS FAILED
181,57,3,0,PREVIOUS FAILED,PREVIOUS FAILED
182,58,3,0,PREVIOUS FAILED,PREVIOUS FAILED
183,59,3,0,PREVIOUS FAILED,PREVIOUS FAILED
184,60,3,0,PREVIOUS FAILED,PREVIOUS FAILED
185,61,3,1,0,1
186,62,3,1,0,1
187,1,4,1,0,1
188,2,4,1,0,1
189,3,4,1,0,1
190,4,4,1,0,1
191,5,4,1,0,1
192,6,4,1,0,1
193,7,4,1,0,1
194,8,4,1,0,1
195,9,4,1,0,1
196,10,4,1,0,1
197,11,4,1,0,1
198,12,4,1,0,1
199,13,4,1,0,1
200,14,4,1,0,1
201,15,4,0,PREVIOUS FAILED,PREVIOUS FAILED
202,16,4,1,0,1
203,17,4,1,0,1
204,18,4,1,0,1
205,19,4,1,0,1
206,20,4,1,0,1
207,21,4,1,0,1
208,22,4,1,0,1
209,23,4,1,0,1
210,24,4,1,0,1
211,25,4,0,PREVIOUS FAILED,PREVIOUS FAILED
212,26,4,0,PREVIOUS FAILED,PREVIOUS FAILED
213,27,4,1,0,1
214,28,4,1,0,1
215,29,4,0,PREVIOUS FAILED,PREVIOUS FAILED
216,30,4,0,PREVIOUS FAILED,PREVIOUS FAILED
217,31,4,0,PREVIOUS FAILED,PREVIOUS FAILED
218,32,4,0,PREVIOUS FAILED,PREVIOUS FAILED
219,33,4,1,0,1
220,34,4,1,0,1
221,35,4,1,0,1
222,36,4,0,PREVIOUS FAILED,PREVIOUS FAILED
223,37,4,1,0,1
224,38,4,1,0,1
225,39,4,1,0,1
226,40,4,1,0,1
227,41,4,1,0,1
228,42,4,1,0,1
229,43,4,0,PREVIOUS FAILED,PREVIOUS FAILED
230,44,4,1,0,1
231,45,4,1,0,1
232,46,4,1,0,1
233,47,4,1,0,1
234,48,4,1,0,1
235,49,4,1,0,1
236,50,4,1,0,1
237,51,4,1,0,1
238,52,4,1,0,1
239,53,4,1,0,1
240,54,4,1,0,1
241,55,4,0,PREVIOUS FAILED,PREVIOUS FAILED
242,56,4,1,0,1
243,57,4,0,PREVIOUS FAILED,PREVIOUS FAILED
244,58,4,0,PREVIOUS FAILED,PREVIOUS FAILED
245,59,4,0,PREVIOUS FAILED,PREVIOUS FAILED
246,60,4,0,PREVIOUS FAILED,PREVIOUS FAILED
247,61,4,0,PREVIOUS FAILED,PREVIOUS FAILED
248,62,4,1,0,1
249,1,5,1,0,1
250,2,5,1,0,1
251,3,5,1,0,1
252,4,5,1,0,1
253,5,5,1,0,1
254,6,5,1,0,1
255,7,5,1,0,1
256,8,5,1,0,1
257,9,5,1,0,1
258,10,5,1,0,1
259,11,5,0,PREVIOUS FAILED,PREVIOUS FAILED
260,12,5,0,PREVIOUS FAILED,PREVIOUS FAILED
261,13,5,1,0,1
262,14,5,1,0,1
263,15,5,1,0,1
264,16,5,1,0,1
265,17,5,1,0,1
266,18,5,1,0,1
267,19,5,1,0,1
268,20,5,1,0,1
269,21,5,0,PREVIOUS FAILED,PREVIOUS FAILED
270,22,5,0,PREVIOUS FAILED,PREVIOUS FAILED
271,23,5,1,0,1
272,24,5,1,0,1
273,25,5,0,PREVIOUS FAILED,PREVIOUS FAILED
274,26,5,1,0,1
275,27,5,1,0,1
276,28,5,1,0,1
277,29,5,1,0,1
278,30,5,1,0,1
279,31,5,1,0,1
280,32,5,0,PREVIOUS FAILED,PREVIOUS FAILED
281,33,5,1,0,1
282,34,5,1,0,1
283,35,5,1,0,1
284,36,5,1,0,1
285,37,5,1,0,1
286,38,5,1,0,1
287,39,5,1,0,1
288,40,5,1,0,1
289,41,5,1,0,1
290,42,5,1,0,1
291,43,5,1,0,1
292,44,5,0,PREVIOUS FAILED,PREVIOUS FAILED
293,45,5,0,PREVIOUS FAILED,PREVIOUS FAILED
294,46,5,1,0,1
295,47,5,1,0,1
296,48,5,1,0,1
297,49,5,0,PREVIOUS FAILED,PREVIOUS FAILED
298,50,5,0,PREVIOUS FAILED,PREVIOUS FAILED
299,51,5,1,0,1
300,52,5,1,0,1
301,53,5,1,0,1
302,54,5,1,0,1
303,55,5,1,0,1
304,56,5,0,PREVIOUS FAILED,PREVIOUS FAILED
305,57,5,0,PREVIOUS FAILED,PREVIOUS FAILED
306,58,5,0,PREVIOUS FAILED,PREVIOUS FAILED
307,59,5,0,PREVIOUS FAILED,PREVIOUS FAILED
308,60,5,0,PREVIOUS FAILED,PREVIOUS FAILED
309,61,5,0,PREVIOUS FAILED,PREVIOUS FAILED
310,62,5,1,0,1
311,1,6,1,0,1
312,2,6,1,0,1
313,3,6,1,0,1
314,4,6,1,0,1
315,5,6,1,0,1
316,6,6,1,0,1
317,7,6,0,PREVIOUS FAILED,PREVIOUS FAILED
318,8,6,1,0,1
319,9,6,1,0,1
320,10,6,1,0,1
321,11,6,0,PREVIOUS FAILED,PREVIOUS FAILED
322,12,6,1,0,1
323,13,6,1,0,1
324,14,6,1,0,1
325,15,6,1,0,1
326,16,6,1,0,1
327,17,6,1,0,1
328,18,6,1,0,1
329,19,6,1,0,1
330,20,6,1,0,1
331,21,6,0,PREVIOUS FAILED,PREVIOUS FAILED
332,22,6,1,0,1
333,23,6,1,0,1
334,24,6,0,PREVIOUS FAILED,PREVIOUS FAILED
335,25,6,0,PREVIOUS FAILED,PREVIOUS FAILED
336,26,6,0,PREVIOUS FAILED,PREVIOUS FAILED
337,27,6,0,PREVIOUS FAILED,PREVIOUS FAILED
338,28,6,1,0,1
339,29,6,1,0,1
340,30,6,0,PREVIOUS FAILED,PREVIOUS FAILED
341,31,6,0,PREVIOUS FAILED,PREVIOUS FAILED
342,32,6,1,0,1
343,33,6,1,0,1
344,34,6,1,0,1
345,35,6,1,0,1
346,36,6,1,0,1
347,37,6,1,0,1
348,38,6,1,0,1
349,39,6,1,0,1
350,40,6,1,0,1
351,41,6,1,0,1
352,42,6,1,0,1
353,43,6,1,0,1
354,44,6,1,0,1
355,45,6,1,0,1
356,46,6,1,0,1
357,47,6,1,0,1
358,48,6,1,0,1
359,49,6,1,0,1
360,50,6,1,0,1
361,51,6,1,0,1
362,52,6,1,0,1
363,53,6,1,0,1
364,54,6,1,0,1
365,55,6,1,0,1
366,56,6,0,PREVIOUS FAILED,PREVIOUS FAILED
367,57,6,0,PREVIOUS FAILED,PREVIOUS FAILED
368,58,6,0,PREVIOUS FAILED,PREVIOUS FAILED
369,59,6,0,PREVIOUS FAILED,PREVIOUS FAILED
370,60,6,0,PREVIOUS FAILED,PREVIOUS FAILED
371,61,6,0,PREVIOUS FAILED,PREVIOUS FAILED
372,62,6,1,0,1
373,1,7,1,0,1
374,2,7,1,0,1
375,3,7,1,0,1
376,4,7,1,0,1
377,5,7,1,0,1
378,6,7,1,0,1
379,7,7,1,0,1
380,8,7,0,PREVIOUS FAILED,PREVIOUS FAILED
381,9,7,1,0,1
382,10,7,1,0,1
383,11,7,1,0,1
384,12,7,1,0,1
385,13,7,1,0,1
386,14,7,1,0,1
387,15,7,1,0,1
388,16,7,1,0,1
389,17,7,0,PREVIOUS FAILED,PREVIOUS FAILED
390,18,7,0,PREVIOUS FAILED,PREVIOUS FAILED
391,19,7,0,PREVIOUS FAILED,PREVIOUS FAILED
392,20,7,0,PREVIOUS FAILED,PREVIOUS FAILED
393,21,7,0,PREVIOUS FAILED,PREVIOUS FAILED
394,22,7,1,0,1
395,23,7,1,0,1
396,24,7,1,0,1
397,25,7,1,0,1
398,26,7,1,0,1
399,27,7,0,PREVIOUS FAILED,PREVIOUS FAILED
400,28,7,1,0,1
401,29,7,1,0,1
402,30,7,1,0,1
403,31,7,1,0,1
404,32,7,1,0,1
405,33,7,1,0,1
406,34,7,1,0,1
407,35,7,0,PREVIOUS FAILED,PREVIOUS FAILED
408,36,7,0,PREVIOUS FAILED,PREVIOUS FAILED
409,37,7,1,0,1
410,38,7,1,0,1
411,39,7,0,PREVIOUS FAILED,PREVIOUS FAILED
412,40,7,1,0,1
413,41,7,1,0,1
414,42,7,0,PREVIOUS FAILED,PREVIOUS FAILED
415,43,7,0,PREVIOUS FAILED,PREVIOUS FAILED
416,44,7,1,0,1
417,45,7,1,0,1
418,46,7,1,0,1
419,47,7,1,0,1
420,48,7,1,0,1
421,49,7,1,0,1
422,50,7,1,0,1
423,51,7,1,0,1
424,52,7,1,0,1
425,53,7,1,0,1
426,54,7,1,0,1
427,55,7,1,0,1
428,56,7,1,0,1
429,57,7,0,PREVIOUS FAILED,PREVIOUS FAILED
430,58,7,0,PREVIOUS FAILED,PREVIOUS FAILED
431,59,7,0,PREVIOUS FAILED,PREVIOUS FAILED
432,60,7,0,PREVIOUS FAILED,PREVIOUS FAILED
433,61,7,1,0,1
434,62,7,1,0,1
435,1,8,1,0,1
436,2,8,1,0,1
437,3,8,1,0,1
438,4,8,1,0,1
439,5,8,1,0,1
440,6,8,1,0,1
441,7,8,1,0,1
442,8,8,1,0,1
443,9,8,1,0,1
444,10,8,1,0,1
445,11,8,1,0,1
446,12,8,1,0,1
447,13,8,1,0,1
448,14,8,1,0,1
449,15,8,1,0,1
450,16,8,1,0,1
451,17,8,1,0,1
452,18,8,1,0,1
453,19,8,1,0,1
454,20,8,1,0,1
455,21,8,1,0,1
456,22,8,1,0,1
457,23,8,1,0,1
458,24,8,1,0,1
459,25,8,0,PREVIOUS FAILED,PREVIOUS FAILED
460,26,8,1,0,1
461,27,8,1,0,1
462,28,8,1,0,1
463,29,8,1,0,1
464,30,8,1,0,1
465,31,8,1,0,1
466,32,8,0,PREVIOUS FAILED,PREVIOUS FAILED
467,33,8,0,PREVIOUS FAILED,PREVIOUS FAILED
468,34,8,1,0,1
469,35,8,1,0,1
470,36,8,1,0,1
471,37,8,0,PREVIOUS FAILED,PREVIOUS FAILED
472,38,8,1,0,1
473,39,8,1,0,1
474,40,8,1,0,1
475,41,8,1,0,1
476,42,8,0,PREVIOUS FAILED,PREVIOUS FAILED
477,43,8,1,0,1
478,44,8,1,0,1
479,45,8,1,0,1
480,46,8,1,0,1
481,47,8,1,0,1
482,48,8,1,0,1
483,49,8,1,0,1
484,50,8,1,0,1
485,51,8,1,0,1
486,52,8,1,0,1
487,53,8,1,0,1
488,54,8,1,0,1
489,55,8,0,PREVIOUS FAILED,PREVIOUS FAILED
490,56,8,1,0,1
491,57,8,0,PREVIOUS FAILED,PREVIOUS FAILED
492,58,8,0,PREVIOUS FAILED,PREVIOUS FAILED
493,59,8,0,PREVIOUS FAILED,PREVIOUS FAILED
494,60,8,0,PREVIOUS FAILED,PREVIOUS FAILED
495,61,8,0,PREVIOUS FAILED,PREVIOUS FAILED
496,62,8,0,PREVIOUS FAILED,PREVIOUS FAILED
497,1,9,1,0,1
498,2,9,1,0,1
499,3,9,1,0,1
500,4,9,1,0,1
501,5,9,1,0,1
502,6,9,1,0,1
503,7,9,1,0,1
504,8,9,1,0,1
505,9,9,1,0,1
506,10,9,1,0,1
507,11,9,1,0,1
508,12,9,1,0,1
509,13,9,1,0,1
510,14,9,1,0,1
511,15,9,1,0,1
512,16,9,1,0,1
513,17,9,1,0,1
514,18,9,1,0,1
515,19,9,1,0,1
516,20,9,1,0,1
517,21,9,1,0,1
518,22,9,1,0,1
519,23,9,1,0,1
520,24,9,1,0,1
521,25,9,1,0,1
522,26,9,1,0,1
523,27,9,1,0,1
524,28,9,1,0,1
525,29,9,1,0,1
526,30,9,1,0,1
527,31,9,1,0,1
528,32,9,0,PREVIOUS FAILED,PREVIOUS FAILED
529,33,9,1,0,1
530,34,9,0,PREVIOUS FAILED,PREVIOUS FAILED
531,35,9,0,PREVIOUS FAILED,PREVIOUS FAILED
532,36,9,1,0,1
533,37,9,1,0,1
534,38,9,1,0,1
535,39,9,1,0,1
536,40,9,1,0,1
537,41,9,1,0,1
538,42,9,1,0,1
539,43,9,1,0,1
540,44,9,1,0,1
541,45,9,1,0,1
542,46,9,1,0,1
543,47,9,1,0,1
544,48,9,1,0,1
545,49,9,1,0,1
546,50,9,1,0,1
547,51,9,1,0,1
548,52,9,1,0,1
549,53,9,0,PREVIOUS FAILED,PREVIOUS FAILED
550,54,9,0,PREVIOUS FAILED,PREVIOUS FAILED
551,55,9,1,0,1
552,56,9,1,0,1
553,57,9,0,PREVIOUS FAILED,PREVIOUS FAILED
554,58,9,0,PREVIOUS FAILED,PREVIOUS FAILED
555,59,9,0,PREVIOUS FAILED,PREVIOUS FAILED
556,60,9,0,PREVIOUS FAILED,PREVIOUS FAILED
557,61,9,1,0,1
558,62,9,0,PREVIOUS FAILED,PREVIOUS FAILED
559,1,10,1,0,1
560,2,10,1,0,1
561,3,10,1,0,1
562,4,10,1,0,1
563,5,10,1,0,1
564,6,10,1,0,1
565,7,10,1,0,1
566,8,10,1,0,1
567,9,10,1,0,1
568,10,10,1,0,1
569,11,10,1,0,1
570,12,10,1,0,1
571,13,10,1,0,1
572,14,10,1,0,1
573,15,10,1,0,1
574,16,10,1,0,1
575,17,10,1,0,1
576,18,10,1,0,1
577,19,10,1,0,1
578,20,10,1,0,1
579,21,10,1,0,1
580,22,10,1,0,1
581,23,10,1,0,1
582,24,10,1,0,1
583,25,10,1,0,1
584,26,10,1,0,1
585,27,10,1,0,1
586,28,10,1,0,1
587,29,10,1,0,1
588,30,10,1,0,1
589,31,10,1,0,1
590,32,10,1,0,1
591,33,10,1,0,1
592,34,10,1,0,1
593,35,10,1,0,1
594,36,10,1,0,1
595,37,10,1,0,1
596,38,10,1,0,1
597,39,10,1,0,1
598,40,10,1,0,1
599,41,10,1,0,1
600,42,10,1,0,1
601,43,10,1,0,1
602,44,10,1,0,1
603,45,10,1,0,1
604,46,10,1,0,1
605,47,10,1,0,1
606,48,10,1,0,1
607,49,10,1,0,1
608,50,10,1,0,1
609,51,10,1,0,1
610,52,10,1,0,1
611,53,10,1,0,1
612,54,10,1,0,1
613,55,10,1,0,1
614,56,10,1,0,1
615,57,10,0,PREVIOUS FAILED,PREVIOUS FAILED
616,58,10,0,PREVIOUS FAILED,PREVIOUS FAILED
617,59,10,0,PREVIOUS FAILED,PREVIOUS FAILED
618,60,10,0,PREVIOUS FAILED,PREVIOUS FAILED
619,61,10,0,PREVIOUS FAILED,PREVIOUS FAILED
620,62,10,1,0,1
621,1,11,1,0,1
622,2,11,1,0,1
623,3,11,1,0,1
624,4,11,1,0,1
625,5,11,1,0,1
626,6,11,1,0,1
627,7,11,1,0,1
628,8,11,1,0,1
629,9,11,1,0,1
630,10,11,1,0,1
631,11,11,1,0,1
632,12,11,1,0,1
633,13,11,1,0,1
634,14,11,1,0,1
635,15,11,1,0,1
636,16,11,1,0,1
637,17,11,1,0,1
638,18,11,1,0,1
639,19,11,1,0,1
640,20,11,1,0,1
641,21,11,1,0,1
642,22,11,1,0,1
643,23,11,1,0,1
644,24,11,1,0,1
645,25,11,1,0,1
646,26,11,1,0,1
647,27,11,1,0,1
648,28,11,1,0,1
649,29,11,0,PREVIOUS FAILED,PREVIOUS FAILED
650,30,11,1,0,1
651,31,11,1,0,1
652,32,11,1,0,1
653,33,11,1,0,1
654,34,11,1,0,1
655,35,11,1,0,1
656,36,11,1,0,1
657,37,11,1,0,1
658,38,11,1,0,1
659,39,11,1,0,1
660,40,11,1,0,1
661,41,11,1,0,1
662,42,11,1,0,1
663,43,11,1,0,1
664,44,11,1,0,1
665,45,11,1,0,1
666,46,11,1,0,1
667,47,11,1,0,1
668,48,11,1,0,1
669,49,11,1,0,1
670,50,11,1,0,1
671,51,11,1,0,1
672,52,11,1,0,1
673,53,11,1,0,1
674,54,11,1,0,1
675,55,11,1,0,1
676,56,11,1,0,1
677,57,11,0,PREVIOUS FAILED,PREVIOUS FAILED
678,58,11,0,PREVIOUS FAILED,PREVIOUS FAILED
679,59,11,0,PREVIOUS FAILED,PREVIOUS FAILED
680,60,11,0,PREVIOUS FAILED,PREVIOUS FAILED
681,61,11,1,0,1
682,62,11,1,0,1
683,1,12,1,0,1
684,2,12,1,0,1
685,3,12,1,0,1
686,4,12,1,0,1
687,5,12,1,0,1
688,6,12,1,0,1
689,7,12,0,PREVIOUS FAILED,PREVIOUS FAILED
690,8,12,0,PREVIOUS FAILED,PREVIOUS FAILED
691,9,12,1,0,1
692,10,12,1,0,1
693,11,12,1,0,1
694,12,12,1,0,1
695,13,12,1,0,1
696,14,12,1,0,1
697,15,12,1,0,1
698,16,12,1,0,1
699,17,12,1,0,1
700,18,12,1,0,1
701,19,12,1,0,1
702,20,12,1,0,1
703,21,12,1,0,1
704,22,12,1,0,1
705,23,12,1,0,1
706,24,12,1,0,1
707,25,12,1,0,1
708,26,12,1,0,1
709,27,12,1,0,1
710,28,12,1,0,1
711,29,12,0,PREVIOUS FAILED,PREVIOUS FAILED
712,30,12,1,0,1
713,31,12,1,0,1
714,32,12,1,0,1
715,33,12,1,0,1
716,34,12,1,0,1
717,35,12,1,0,1
718,36,12,1,0,1
719,37,12,1,0,1
720,38,12,1,0,1
721,39,12,1,0,1
722,40,12,1,0,1
723,41,12,1,0,1
724,42,12,1,0,1
725,43,12,1,0,1
726,44,12,1,0,1
727,45,12,1,0,1
728,46,12,0,PREVIOUS FAILED,PREVIOUS FAILED
729,47,12,0,PREVIOUS FAILED,PREVIOUS FAILED
730,48,12,1,0,1
731,49,12,1,0,1
732,50,12,1,0,1
733,51,12,1,0,1
734,52,12,1,0,1
735,53,12,0,PREVIOUS FAILED,PREVIOUS FAILED
736,54,12,1,0,1
737,55,12,1,0,1
738,56,12,1,0,1
739,57,12,0,PREVIOUS FAILED,PREVIOUS FAILED
740,58,12,0,PREVIOUS FAILED,PREVIOUS FAILED
741,59,12,0,PREVIOUS FAILED,PREVIOUS FAILED
742,60,12,0,PREVIOUS FAILED,PREVIOUS FAILED
743,61,12,1,0,1
744,62,12,1,0,1
745,1,13,1,0,1
746,2,13,1,0,1
747,3,13,1,0,1
748,4,13,1,0,1
749,5,13,1,0,1
750,6,13,1,0,1
751,7,13,0,PREVIOUS FAILED,PREVIOUS FAILED
752,8,13,1,0,1
753,9,13,1,0,1
754,10,13,1,0,1
755,11,13,1,0,1
756,12,13,1,0,1
757,13,13,1,0,1
758,14,13,1,0,1
759,15,13,1,0,1
760,16,13,1,0,1
761,17,13,1,0,1
762,18,13,1,0,1
763,19,13,1,0,1
764,20,13,1,0,1
765,21,13,1,0,1
766,22,13,1,0,1
767,23,13,1,0,1
768,24,13,1,0,1
769,25,13,1,0,1
770,26,13,1,0,1
771,27,13,1,0,1
772,28,13,1,0,1
773,29,13,1,0,1
774,30,13,1,0,1
775,31,13,1,0,1
776,32,13,1,0,1
777,33,13,1,0,1
778,34,13,1,0,1
779,35,13,1,0,1
780,36,13,1,0,1
781,37,13,1,0,1
782,38,13,1,0,1
783,39,13,1,0,1
784,40,13,1,0,1
785,41,13,1,0,1
786,42,13,1,0,1
787,43,13,0,PREVIOUS FAILED,PREVIOUS FAILED
788,44,13,1,0,1
789,45,13,1,0,1
790,46,13,1,0,1
791,47,13,1,0,1
792,48,13,1,0,1
793,49,13,1,0,1
794,50,13,1,0,1
795,51,13,1,0,1
796,52,13,1,0,1
797,53,13,0,PREVIOUS FAILED,PREVIOUS FAILED
798,54,13,1,0,1
799,55,13,1,0,1
800,56,13,1,0,1
801,57,13,0,PREVIOUS FAILED,PREVIOUS FAILED
802,58,13,0,PREVIOUS FAILED,PREVIOUS FAILED
803,59,13,0,PREVIOUS FAILED,PREVIOUS FAILED
804,60,13,0,PREVIOUS FAILED,PREVIOUS FAILED
805,61,13,1,0,1
806,62,13,1,0,1
807,1,14,1,0,1
808,2,14,1,0,1
809,3,14,1,0,1
810,4,14,1,0,1
811,5,14,1,0,1
812,6,14,1,0,1
813,7,14,1,0,1
814,8,14,1,0,1
815,9,14,1,0,1
816,10,14,1,0,1
817,11,14,1,0,1
818,12,14,1,0,1
819,13,14,1,0,1
820,14,14,1,0,1
821,15,14,1,0,1
822,16,14,1,0,1
823,17,14,1,0,1
824,18,14,1,0,1
825,19,14,1,0,1
826,20,14,1,0,1
827,21,14,1,0,1
828,22,14,1,0,1
829,23,14,1,0,1
830,24,14,1,0,1
831,25,14,0,PREVIOUS FAILED,PREVIOUS FAILED
832,26,14,1,0,1
833,27,14,1,0,1
834,28,14,1,0,1
835,29,14,1,0,1
836,30,14,1,0,1
837,31,14,1,0,1
838,32,14,1,0,1
839,33,14,1,0,1
840,34,14,1,0,1
841,35,14,1,0,1
842,36,14,1,0,1
843,37,14,1,0,1
844,38,14,1,0,1
845,39,14,1,0,1
846,40,14,1,0,1
847,41,14,1,0,1
848,42,14,1,0,1
849,43,14,1,0,1
850,44,14,1,0,1
851,45,14,1,0,1
852,46,14,1,0,1
853,47,14,1,0,1
854,48,14,1,0,1
855,49,14,1,0,1
856,50,14,1,0,1
857,51,14,1,0,1
858,52,14,1,0,1
859,53,14,0,PREVIOUS FAILED,PREVIOUS FAILED
860,54,14,1,0,1
861,55,14,1,0,1
862,56,14,1,0,1
863,57,14,0,PREVIOUS FAILED,PREVIOUS FAILED
864,58,14,0,PREVIOUS FAILED,PREVIOUS FAILED
865,59,14,0,PREVIOUS FAILED,PREVIOUS FAILED
866,60,14,0,PREVIOUS FAILED,PREVIOUS FAILED
867,61,14,1,0,1
868,62,14,1,0,1
869,1,15,1,0,1
870,2,15,1,0,1
871,3,15,1,0,1
872,4,15,1,0,1
873,5,15,1,0,1
874,6,15,1,0,1
875,7,15,1,0,1
876,8,15,1,0,1
877,9,15,1,0,1
878,10,15,1,0,1
879,11,15,1,0,1
880,12,15,1,0,1
881,13,15,1,0,1
882,14,15,1,0,1
883,15,15,1,0,1
884,16,15,1,0,1
885,17,15,1,0,1
886,18,15,1,0,1
887,19,15,1,0,1
888,20,15,1,0,1
889,21,15,0,PREVIOUS FAILED,PREVIOUS FAILED
890,22,15,0,PREVIOUS FAILED,PREVIOUS FAILED
891,23,15,0,PREVIOUS FAILED,PREVIOUS FAILED
892,24,15,1,0,1
893,25,15,0,PREVIOUS FAILED,PREVIOUS FAILED
894,26,15,1,0,1
895,27,15,1,0,1
896,28,15,1,0,1
897,29,15,1,0,1
898,30,15,1,0,1
899,31,15,1,0,1
900,32,15,1,0,1
901,33,15,1,0,1
902,34,15,0,PREVIOUS FAILED,PREVIOUS FAILED
903,35,15,1,0,1
904,36,15,1,0,1
905,37,15,1,0,1
906,38,15,1,0,1
907,39,15,1,0,1
908,40,15,1,0,1
909,41,15,1,0,1
910,42,15,1,0,1
911,43,15,1,0,1
912,44,15,1,0,1
913,45,15,1,0,1
914,46,15,1,0,1
